description,'Co-57 Calibration Source 124/12, 270 degrees, ~27 cm from detec'
start_time,{'year': 2020, 'month': 9, 'day': 1, 'hour': 19, 'minute': 8, 'second': 41, 'year_day': 245}
real_time,31.0
live_time,30.0
path,'C:/Users/david/Desktop/McGill/Session 6/PHYS 359 - Honours Laboratory in Modern Physics/Compton Scattering Experiment/Calibration Data/Co-57 Calibration 003.Chn'

Channel,Counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,15
40,83
41,85
42,81
43,79
44,100
45,87
46,73
47,74
48,61
49,60
50,64
51,65
52,57
53,37
54,54
55,53
56,35
57,34
58,45
59,39
60,40
61,41
62,42
63,57
64,41
65,37
66,34
67,36
68,37
69,33
70,37
71,28
72,33
73,24
74,32
75,23
76,33
77,27
78,29
79,24
80,28
81,19
82,22
83,30
84,14
85,29
86,22
87,21
88,17
89,27
90,18
91,19
92,31
93,24
94,25
95,22
96,23
97,25
98,30
99,26
100,26
101,28
102,35
103,35
104,29
105,30
106,30
107,34
108,24
109,33
110,30
111,37
112,45
113,26
114,33
115,29
116,39
117,32
118,35
119,25
120,32
121,25
122,39
123,31
124,38
125,34
126,28
127,33
128,34
129,31
130,30
131,46
132,25
133,26
134,38
135,38
136,37
137,36
138,32
139,31
140,36
141,27
142,43
143,38
144,31
145,42
146,40
147,44
148,33
149,43
150,45
151,31
152,47
153,42
154,31
155,36
156,45
157,58
158,56
159,60
160,46
161,60
162,47
163,62
164,40
165,43
166,42
167,58
168,51
169,62
170,43
171,61
172,59
173,70
174,64
175,60
176,64
177,47
178,59
179,51
180,68
181,61
182,60
183,74
184,80
185,53
186,60
187,74
188,69
189,77
190,74
191,65
192,79
193,93
194,83
195,80
196,98
197,84
198,103
199,100
200,102
201,95
202,97
203,93
204,93
205,109
206,92
207,116
208,111
209,119
210,108
211,116
212,145
213,145
214,130
215,142
216,157
217,132
218,143
219,155
220,169
221,152
222,157
223,170
224,165
225,163
226,206
227,171
228,185
229,190
230,173
231,197
232,180
233,194
234,213
235,205
236,213
237,204
238,234
239,225
240,247
241,202
242,219
243,218
244,248
245,234
246,252
247,240
248,213
249,291
250,240
251,260
252,275
253,252
254,286
255,258
256,285
257,282
258,240
259,251
260,264
261,256
262,278
263,253
264,256
265,251
266,255
267,281
268,240
269,251
270,271
271,238
272,246
273,232
274,203
275,219
276,223
277,202
278,205
279,206
280,214
281,200
282,220
283,184
284,169
285,184
286,180
287,196
288,148
289,160
290,164
291,170
292,174
293,154
294,169
295,143
296,154
297,145
298,145
299,143
300,122
301,151
302,144
303,145
304,124
305,139
306,149
307,127
308,118
309,159
310,133
311,153
312,166
313,166
314,163
315,187
316,186
317,218
318,230
319,267
320,219
321,271
322,302
323,328
324,379
325,389
326,439
327,458
328,501
329,519
330,572
331,669
332,678
333,669
334,746
335,810
336,861
337,871
338,930
339,984
340,1053
341,1205
342,1127
343,1296
344,1305
345,1377
346,1398
347,1487
348,1455
349,1560
350,1464
351,1615
352,1590
353,1620
354,1564
355,1635
356,1573
357,1589
358,1548
359,1540
360,1473
361,1408
362,1403
363,1408
364,1356
365,1276
366,1297
367,1161
368,1063
369,1098
370,987
371,955
372,1040
373,871
374,827
375,757
376,720
377,708
378,601
379,613
380,513
381,521
382,503
383,465
384,410
385,426
386,415
387,389
388,372
389,357
390,336
391,289
392,315
393,269
394,255
395,261
396,217
397,230
398,244
399,194
400,195
401,211
402,156
403,156
404,162
405,139
406,154
407,157
408,139
409,110
410,108
411,113
412,94
413,101
414,82
415,80
416,70
417,70
418,45
419,57
420,49
421,49
422,40
423,40
424,31
425,36
426,29
427,26
428,30
429,27
430,23
431,18
432,17
433,19
434,16
435,18
436,19
437,13
438,7
439,11
440,11
441,9
442,13
443,9
444,12
445,7
446,6
447,7
448,9
449,7
450,7
451,7
452,9
453,6
454,9
455,6
456,3
457,5
458,7
459,6
460,4
461,8
462,7
463,7
464,10
465,4
466,8
467,8
468,4
469,8
470,2
471,3
472,2
473,5
474,7
475,7
476,3
477,6
478,4
479,4
480,10
481,7
482,6
483,8
484,5
485,7
486,6
487,9
488,5
489,7
490,5
491,4
492,3
493,8
494,5
495,8
496,6
497,5
498,5
499,3
500,8
501,4
502,3
503,6
504,14
505,3
506,6
507,3
508,6
509,8
510,8
511,3
512,7
513,6
